ï»¿OBJECTID,Event Number,Complaint Number,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Shift,Sector,Zone,Latitude,Longitude,RPA,Call_Received
230006,PD202400409880,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2944,B,W,123,36.131,-86.904,4703,2024-05-22 15:03:04
230008,PD202400420847,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-05-26 10:28:03
230010,PD202400371136,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-05-09 08:41:42
230011,PD202400406332,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2931,A,W,123,36.131,-86.904,4703,2024-05-21 12:10:40
230012,PD202400446635,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2934,A,W,123,36.131,-86.904,4703,2024-06-04 09:06:08
230013,PD202400436189,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-05-31 10:48:29
230014,PD202400403234,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2931,A,W,123,36.131,-86.904,4703,2024-05-20 13:48:13
230015,PD202400528046,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-02 08:01:17
230016,PD202400450004,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-06-05 09:37:13
230017,PD202400493577,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-06-20 09:15:55
230018,PD202400456419,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-06-07 11:31:30
230019,PD202400470627,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-06-12 14:04:19
230020,PD202400463703,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-06-10 12:59:24
230021,PD202400513991,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2943,A,W,123,36.131,-86.904,4703,2024-06-27 08:05:10
230022,PD202400490493,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,4,ASSISTED CITIZEN,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-06-19 09:38:56
230023,PD202400476864,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-06-14 11:16:39
230024,PD202400466750,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-06-11 10:52:25
230025,PD202400511202,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-06-26 12:16:41
230026,PD202400504674,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-06-24 11:16:09
230027,PD202400466970,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2932,A,W,123,36.131,-86.904,4703,2024-06-11 12:23:00
230028,PD202400508217,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2932,A,W,123,36.131,-86.904,4703,2024-06-25 13:55:54
230029,PD202400520271,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2943,A,W,123,36.131,-86.904,4703,2024-06-29 07:33:54
230030,PD202400504282,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2934,A,W,123,36.131,-86.904,4703,2024-06-24 08:39:03
230031,PD202400473350,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-06-13 09:21:36
230032,PD202400523133,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-06-30 13:22:54
230033,PD202400487461,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-06-18 10:29:58
230034,PD202400571326,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2944,A,W,123,36.131,-86.904,4703,2024-07-17 12:56:27
230035,PD202400585227,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,B,W,123,36.131,-86.904,4703,2024-07-22 15:32:00
230036,PD202400616337,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,7000,CHARLOTTE PIKE,2943,A,W,123,36.131,-86.904,4703,2024-08-02 12:13:12
230037,PD202400606786,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-30 09:31:46
230038,PD202400545170,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-08 13:39:11
230039,PD202400610232,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-07-31 11:36:11
230040,PD202400585071,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-22 14:04:42
230041,PD202400554219,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2944,A,W,123,36.131,-86.904,4703,2024-07-11 11:49:36
230042,PD202400551508,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-07-10 14:15:39
230043,PD202400545073,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2945,A,W,123,36.131,-86.904,4703,2024-07-08 12:57:44
230044,PD202400582745,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-21 14:43:01
230045,PD202400593426,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2943,A,W,123,36.131,-86.904,4703,2024-07-25 09:41:23
230046,PD202400577328,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2943,A,W,123,36.131,-86.904,4703,2024-07-19 11:58:33
230047,PD202400587298,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-23 07:59:42
230048,PD202400590659,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,7000,CHARLOTTE PIKE,2947,A,W,123,36.131,-86.904,4703,2024-07-24 11:48:43
230049,PD202400140731,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,9,SUBJECT WARNED,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-02-20 13:51:03
230050,PD202400547455,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-09 08:07:05
230051,PD202400542845,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,B,W,123,36.131,-86.904,4703,2024-07-07 15:45:17
230052,PD202400621306,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-08-04 11:41:05
230053,PD202400604218,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,,,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-29 13:14:07
230054,PD202400567539,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-16 08:20:33
230055,PD202400565360,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,A,W,123,36.131,-86.904,4703,2024-07-15 14:23:59
230056,PD202400562982,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,12,LOCATION/BUILDING SECURE,7000,CHARLOTTE PIKE,2933,B,W,123,36.131,-86.904,4703,2024-07-14 15:23:49
230057,PD202400031186,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,11,DISREGARD / SIGNAL 9,2000,HOBSON PIKE,,A,S,337,36.052,-86.599,8905,2024-01-12 07:43:20
230058,PD202400031172,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,11,DISREGARD / SIGNAL 9,2000,HOBSON PIKE,335A,A,S,337,36.052,-86.599,8905,2024-01-12 07:38:42
230059,PD202400477798,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,6,ASSISTED OTHER UNIT,2000,HOBSON PIKE,333B,B,S,337,36.052,-86.599,8905,2024-06-14 18:29:33
230061,PD202400590443,20240488049,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,2000,HOBSON PIKE,57A12,A,S,337,36.052,-86.599,8905,2024-07-24 10:05:08
230062,PD202400597561,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,10,NO RESPONSE,2000,HOBSON PIKE,330B,B,S,337,36.052,-86.599,8905,2024-07-26 17:48:50
230064,PD202400235221,,50,THEFT,TV,,4,ASSISTED CITIZEN,1300,3RD AVE N,57A59,B,C,413,36.178,-86.787,4319,2024-03-22 21:02:21
230065,PD202400299556,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-04-14 12:52:47
230066,PD202400278977,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-04-07 06:43:37
230067,PD202400276895,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-04-06 06:42:11
230068,PD202400155672,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-02-25 06:45:48
230069,PD202400319334,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-04-21 10:00:34
230070,PD202400422609,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,422A,A,C,425,36.157,-86.776,4057,2024-05-27 06:36:19
230071,PD202400438684,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,200,5TH AVE S,421A,A,C,425,36.157,-86.776,4057,2024-06-01 06:35:14
230072,PD202400012711,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,1,M.P.D. REPORT COMPLED,600,HART LN,223B,B,E,225,36.216,-86.741,1821,2024-01-05 17:55:38
230073,PD202400087151,,87,SAFETY HAZARD,P,PROGRESS,4,ASSISTED CITIZEN,600,HART LN,221A,B,E,225,36.216,-86.741,1821,2024-02-02 15:09:40
230074,PD202400144707,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,11,DISREGARD / SIGNAL 9,600,HART LN,,B,E,225,36.216,-86.741,1821,2024-02-21 18:10:35
230075,PD202400119544,20240100288,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,600,HART LN,57A37,A,E,225,36.216,-86.741,1821,2024-02-13 11:52:07
230076,PD202400060461,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,600,HART LN,7E11,A,E,225,36.216,-86.741,1821,2024-01-24 11:59:56
230077,PD202400224707,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,RC,,4,ASSISTED CITIZEN,600,HART LN,57A37,B,E,225,36.216,-86.741,1821,2024-03-19 15:27:04
230078,PD202400201859,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,11,DISREGARD / SIGNAL 9,600,HART LN,,B,E,225,36.216,-86.741,1821,2024-03-11 16:43:36
230079,PD202400382272,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,4,ASSISTED CITIZEN,600,HART LN,57A36,A,E,225,36.216,-86.741,1821,2024-05-13 11:47:13
230080,PD202400497662,20240413472,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PJ,,6,ASSISTED OTHER UNIT,600,HART LN,227A,A,E,225,36.216,-86.741,1821,2024-06-21 14:12:54
230081,PD202400470423,20240391258,54,PERSON WITH WEAPON,P,PROGRESS,6,ASSISTED OTHER UNIT,600,HART LN,220A,A,E,225,36.216,-86.741,1821,2024-06-12 12:41:46
230082,PD202400497156,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,11,DISREGARD / SIGNAL 9,600,HART LN,,A,E,225,36.216,-86.741,1821,2024-06-21 09:59:16
230083,PD202400597597,,50,THEFT,R,REPORT,4,ASSISTED CITIZEN,600,HART LN,57A63,B,E,225,36.216,-86.741,1821,2024-07-26 18:06:07
230227,PD202400031847,,53,HOLDUP / ROBBERY,A,ALARM,10,NO RESPONSE,700,BAUGH RD,120A,A,W,125,36.07,-86.936,4811,2024-01-12 13:27:06
230228,PD202400019057,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-01-08 13:48:12
230229,PD202400011975,,53,HOLDUP / ROBBERY,A,ALARM,13,FALSE CALL,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-01-05 11:44:54
230230,PD202400057224,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-01-23 08:45:41
230232,PD202400162691,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-02-27 14:39:04
230233,PD202400306425,,71,BURGLARY - NON-RESIDENCE,A,ALARM,13,FALSE CALL,700,BAUGH RD,112B,B,W,125,36.07,-86.936,4811,2024-04-16 20:41:51
230234,PD202400339797,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-04-28 13:47:21
230235,PD202400352424,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,700,BAUGH RD,1E12,B,W,125,36.07,-86.936,4811,2024-05-02 17:31:26
230236,PD202400365952,,88,INVESTIGATE 911 HANG-UP CALL,PW,,5,GONE ON ARRIVAL,700,BAUGH RD,121B,B,W,125,36.07,-86.936,4811,2024-05-07 17:32:51
230237,PD202400377628,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,A,W,125,36.07,-86.936,4811,2024-05-11 10:02:10
230238,PD202400498226,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,700,BAUGH RD,121B,B,W,125,36.07,-86.936,4811,2024-06-21 18:30:52
230239,PD202400595276,,71,BURGLARY - NON-RESIDENCE,A,ALARM,13,FALSE CALL,700,BAUGH RD,123B,B,W,125,36.07,-86.936,4811,2024-07-25 20:54:00
230240,PD202400562199,,71,BURGLARY - NON-RESIDENCE,A,ALARM,12A,,700,BAUGH RD,121A,C,W,125,36.07,-86.936,4811,2024-07-14 05:36:23
230241,PD202400563941,,71,BURGLARY - NON-RESIDENCE,A,ALARM,4,ASSISTED CITIZEN,700,BAUGH RD,110A9,C,W,125,36.07,-86.936,4811,2024-07-15 00:42:19
230242,PD202400573620,,71,BURGLARY - NON-RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,700,BAUGH RD,121A,A,W,125,36.07,-86.936,4811,2024-07-18 06:53:04
230243,PD202400604582,,75,MISSING PERSON,RJ,,11,DISREGARD / SIGNAL 9,700,BAUGH RD,,B,W,125,36.07,-86.936,4811,2024-07-29 15:42:33
230244,PD202400613079,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,700,BAUGH RD,,A,W,125,36.07,-86.936,4811,2024-08-01 10:48:28
230245,PD202400618640,,71,BURGLARY - NON-RESIDENCE,A,ALARM,12,LOCATION/BUILDING SECURE,700,BAUGH RD,125A,C,W,125,36.07,-86.936,4811,2024-08-03 05:45:47
230410,PD202400001349,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,115B,B,W,111,36.151,-86.855,5103,2024-01-01 15:34:05
230411,PD202400076847,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-01-30 10:08:28
230414,PD202400031777,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,111B,A,W,111,36.151,-86.855,5103,2024-01-12 12:52:20
230417,PD202400031784,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,113B,A,W,111,36.151,-86.855,5103,2024-01-12 12:54:04
230419,PD202400076865,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-01-30 10:16:45
230421,PD202400052588,,44,DISORDERLY PERSON,RJ,,5,GONE ON ARRIVAL,5500,CHARLOTTE PIKE,115B9,A,W,111,36.151,-86.855,5103,2024-01-21 12:46:13
230425,PD202400048721,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,123B,B,W,111,36.151,-86.855,5103,2024-01-19 18:38:18
230427,PD202400205697,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,6900,HIGHWAY 100,113B,B,W,113,36.083,-86.867,6211,2024-03-12 20:59:06
230429,PD202400046394,20240038798,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,1D51,B,W,111,36.151,-86.855,5103,2024-01-18 17:37:55
230432,PD202400009912,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,104,B,W,111,36.151,-86.855,5103,2024-01-04 17:56:15
230437,PD202400165372,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,6900,HIGHWAY 100,2933,A,W,113,36.083,-86.867,6211,2024-02-28 10:37:03
230439,PD202400048035,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,611A,A,W,111,36.151,-86.855,5103,2024-01-19 12:14:07
230441,PD202400294617,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 11:46:06
230443,PD202400015839,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,5500,CHARLOTTE PIKE,115C,C,W,111,36.151,-86.855,5103,2024-01-07 02:08:19
230445,PD202400294585,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 11:36:00
230447,PD202400042750,20240035833,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,2191,A,W,111,36.151,-86.855,5103,2024-01-17 07:33:55
230449,PD202400294639,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 11:55:03
230453,PD202400298226,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,6,ASSISTED OTHER UNIT,6900,HIGHWAY 100,123B,B,W,113,36.083,-86.867,6211,2024-04-13 20:29:19
230458,PD202400035744,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,133B9,B,W,111,36.151,-86.855,5103,2024-01-13 22:26:27
230463,PD202400186739,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,6900,HIGHWAY 100,2946,A,W,113,36.083,-86.867,6211,2024-03-06 13:53:07
230465,PD202400025234,20240021275,57,FIGHT / ASSAULT,R,REPORT,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,2191,A,W,111,36.151,-86.855,5103,2024-01-10 12:56:26
230467,PD202400294704,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 12:27:58
230470,PD202400008782,20240007398,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,10,NO RESPONSE,5500,CHARLOTTE PIKE,110A,A,W,111,36.151,-86.855,5103,2024-01-04 09:13:16
230471,PD202400294685,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 12:16:25
230474,PD202400003507,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,5,GONE ON ARRIVAL,5500,CHARLOTTE PIKE,112B,A,W,111,36.151,-86.855,5103,2024-01-02 14:25:58
230475,PD202400158691,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,12,LOCATION/BUILDING SECURE,6900,HIGHWAY 100,2942,A,W,113,36.083,-86.867,6211,2024-02-26 10:33:50
230478,PD202400038634,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,5120,A,W,111,36.151,-86.855,5103,2024-01-15 07:14:11
230481,PD202400038640,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,5101,A,W,111,36.151,-86.855,5103,2024-01-15 07:17:39
230483,PD202400331534,20240278552,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,6900,HIGHWAY 100,57A21,A,W,113,36.083,-86.867,6211,2024-04-25 11:55:17
230484,PD202400332062,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,6900,HIGHWAY 100,2945,B,W,113,36.083,-86.867,6211,2024-04-25 15:54:59
230485,PD202400009272,20240007761,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,WAPR,A,W,111,36.151,-86.855,5103,2024-01-04 13:15:50
230488,PD202400031572,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,5,GONE ON ARRIVAL,5500,CHARLOTTE PIKE,113A,A,W,111,36.151,-86.855,5103,2024-01-12 11:09:53
230490,PD202400311798,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,6900,HIGHWAY 100,2945,A,W,113,36.083,-86.867,6211,2024-04-18 13:34:09
230492,PD202400010562,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,113C,B,W,111,36.151,-86.855,5103,2024-01-04 22:16:59
230494,PD202400294652,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,6900,HIGHWAY 100,5131,A,W,113,36.083,-86.867,6211,2024-04-12 12:01:12
230496,PD202400083638,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,125A,A,W,111,36.151,-86.855,5103,2024-02-01 14:05:22
230498,PD202400348477,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,6900,HIGHWAY 100,2945,A,W,113,36.083,-86.867,6211,2024-05-01 12:14:54
230500,PD202400124555,,3,,,,4,ASSISTED CITIZEN,5500,CHARLOTTE PIKE,111B,B,W,111,36.151,-86.855,5103,2024-02-14 22:04:10
230502,PD202400328269,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,6900,HIGHWAY 100,2933,A,W,113,36.083,-86.867,6211,2024-04-24 12:44:06
230504,PD202400115606,20240096810,44,DISORDERLY PERSON,RJ,,1,M.P.D. REPORT COMPLED,5500,CHARLOTTE PIKE,115A,A,W,111,36.151,-86.855,5103,2024-02-12 08:23:04
